number,timeSent,sourceIP,destIP,protocol,length,info,danger
26195,609.469213,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=431/44801, ttl=64 (request in 26194)",no
26196,609.4693308,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=431/44801, ttl=64",no
26224,610.4718413,192.168.1.141,192.168.1.129,ICMP,74,"Echo (ping) request  id=0x0001, seq=432/45057, ttl=128 (reply in 26225)",no
26225,610.4718631,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=432/45057, ttl=64 (request in 26224)",no
26226,610.4719371,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=432/45057, ttl=64",no
26272,611.4744438,192.168.1.141,192.168.1.129,ICMP,74,"Echo (ping) request  id=0x0001, seq=433/45313, ttl=128 (reply in 26273)",no
26273,611.4744611,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=433/45313, ttl=64 (request in 26272)",no
26274,611.4745528,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=433/45313, ttl=64",no
26327,612.4766569,192.168.1.141,192.168.1.129,ICMP,74,"Echo (ping) request  id=0x0001, seq=434/45569, ttl=128 (reply in 26328)",no
26328,612.4766787,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=434/45569, ttl=64 (request in 26327)",no
26329,612.47673,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=434/45569, ttl=64",no
26336,612.8289142,192.168.1.129,192.168.1.141,ICMP,98,"Echo (ping) request  id=0xa111, seq=1/256, ttl=64 (no response found!)",no
26430,613.4792415,192.168.1.141,192.168.1.129,ICMP,74,"Echo (ping) request  id=0x0001, seq=435/45825, ttl=128 (reply in 26431)",no
26431,613.4792605,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=435/45825, ttl=64 (request in 26430)",no
26432,613.4793576,192.168.1.129,192.168.1.141,ICMP,74,"Echo (ping) reply    id=0x0001, seq=435/45825, ttl=64",no
26435,613.8458717,192.168.1.129,192.168.1.141,ICMP,98,"Echo (ping) request  id=0xa111, seq=2/512, ttl=64 (no response found!)",no
